item,itemLabel,startDate,endDate
Q6736926,Mairembam Koireng Singh,1963-07-01,1967-01-11
Q6736926,Mairembam Koireng Singh,1967-03-20,1967-10-04
Q1413918,Longjam Thambou Singh,1967-10-13,1967-10-24
Q6736926,Mairembam Koireng Singh,1968-02-19,1969-10-16
Q24284529,Mohammed Alimuddin,1972-03-23,1973-03-27
Q24284529,Mohammed Alimuddin,1974-03-04,1974-07-09
Q8048602,Yangmasho Shaiza,1974-07-10,1974-12-05
Q7285314,Raj Kumar Dorendra Singh,1974-12-06,1977-05-15
Q8048602,Yangmasho Shaiza,1977-06-29,1979-11-13
Q7285314,Raj Kumar Dorendra Singh,1980-01-14,1980-11-26
Q7336021,Rishang Keishing,1980-11-27,1981-02-27
Q7336021,Rishang Keishing,1981-06-19,1988-03-03
Q28967511,Raj Kumar Jaichandra Singh,1988-03-04,1990-02-22
Q38464739,Raj Kumar Ranbir Singh,1990-02-23,1992-01-06
Q7285314,Raj Kumar Dorendra Singh,1992-04-08,1993-04-10
Q7336021,Rishang Keishing,1994-12-14,1997-12-15
Q7959768,Wahengbam Nipamacha Singh,1997-12-16,2001-02-14
Q7280206,Radhabinod Koijam,2001-02-15,2001-06-01
Q2017412,Okram Ibobi Singh,2002-03-07,2007-03-01
Q2017412,Okram Ibobi Singh,2007-03-02,2012-03-05
Q2017412,Okram Ibobi Singh,2012-03-06,2017-03-14
Q7049407,Nongthombam Biren Singh,2017-03-15,
