item,itemLabel,startDate,endDate,sourceDate,psid
Q7286041,Rajendrasinhji Jadeja,1955-04-01,1955-05-14,,Q7286041-ebf3f758-4413-0faa-6e4c-bdb7a843c20c
Q7426948,Satyawant Mallana Srinagesh,1955-05-15,1957-05-07,2022-05-01,Q7426948-A4C460A5-7153-47D2-85E4-45402B0CBF6F
Q716980,Kodandera Subayya Thimayya,1957-05-08,1961-05-07,2022-05-01,Q716980-FBF47DAE-5F51-4A71-9CAC-45DE1360479A
Q7238299,Pran Nath Thapar,1961-05-08,1962-11-19,2022-05-01,Q7238299-DFEA53EE-AAC3-4751-8769-4A26018662AE
Q3764835,Jayanto Nath Chaudhuri,1962-11-20,1966-06-07,2022-05-01,Q3764835-DD177E7B-B667-4C0A-ACAE-A5B837C78A5C
Q7135145,Paramasiva Prabhakar Kumaramangalam,1966-06-08,1969-06-07,2022-05-01,Q7135145-D39CC668-309E-4684-8538-A90BE95757CA
Q558194,Sam Manekshaw,1969-06-08,1973-01-15,,Q558194-240a01b0-4d52-8f96-e09e-f52aa7c22aa0
Q5584175,Gopal Gurunath Bewoor,1973-01-16,1975-05-31,2022-05-01,Q5584175-77DDBE29-82FA-4FC9-8EEB-F81DC0722F80
Q7684690,Tapishwar Narain Raina,1975-06-01,1978-05-31,2022-05-01,Q7684690-D5EFFB7D-B29A-46AF-8B8D-D8C2D27D8CBB
Q7089352,Om Prakash Malhotra,1978-06-01,1981-05-31,2022-05-01,Q7089352-1A601E57-68D9-4DC2-85FB-E189B5FF6633
Q6324156,Kotikalapudi Venkata Krishna Rao,1981-06-01,1983-07-31,2022-05-01,Q6324156-112DCB44-F34D-42D5-9941-790DFD06A248
Q4802144,Arunkumar Shridhar Vaidya,1983-08-01,1986-01-31,2022-05-01,Q4802144-A19C1264-09F7-4CBF-84A0-62B1E66413DA
Q6437621,Krishnaswamy Sundarji,1986-02-01,1988-05-31,2022-05-01,Q6437621-98D6FD21-E48C-413E-9110-EB2B43DD081D
Q7936036,Vishwa Nath Sharma,1988-06-01,1990-06-30,2022-05-01,Q7936036-75AE96BA-F3B2-4DA4-9A5B-7F82BDB6D1AF
Q304000,Sunith Francis Rodrigues,1990-07-01,1993-06-30,2022-05-01,Q304000-76A1365F-3A6E-419B-AEC0-8BCA766AD22F
Q4915442,Bipin Chandra Joshi,1993-07-01,1994-11-19,2022-05-01,Q4915442-067F439A-5235-4C9B-9533-96096011AE64
Q7488707,Shankar Roy Chowdhary,1994-11-20,1997-09-30,2022-05-01,Q7488707-0519D128-4DDC-4267-A011-44A91AC512BA
Q7917880,Ved Prakash Malik,1997-09-30,2000-09-30,,Q7917880-e6cdb8ca-4c89-a2e6-26b9-98bd09db11e9
Q7639245,Sundararajan Padmanabhan,2000-10-01,2002-12-31,2022-05-01,Q7639245-74D3890E-7930-4392-8DBE-8E3231D66A03
Q7039992,Nirmal Chander Vij,2003-01-01,2005-01-31,2022-05-01,Q7039992-4B880550-1F6A-4E3C-84FF-42CCD75F8FF9
Q1895936,Joginder Jaswant Singh,2005-02-01,2007-08-31,,Q1895936-27f48eb5-664a-45bb-bc20-a7709855422a
Q5250509,Deepak Kapoor,2007-10-01,2010-03-31,2022-05-01,Q5250509-5999F449-DC60-4D1D-9A37-FE79D522BBD7
Q7929176,Vijay Kumar Singh,2010-04-01,2012-05-31,2022-05-01,Q7929176-55BF39D3-A807-4D29-BF6A-D3D4D50168DC
Q2354992,Bikram Singh,2012-06-01,2014-07-31,2022-05-01,Q2354992-1B2634ED-C10C-4A18-A3AA-B84537977D35
Q16728340,Dalbir Singh Suhag,2014-07-31,2016-12-31,,Q16728340-a423ff40-40be-1ba0-ff77-d9ff65396a53
Q4915447,Bipin Rawat,2016-12-31,2019-12-31,,Q4915447-BAB1CED1-C2AC-4532-A240-74F20FB5E0E1
Q44633840,Manoj Mukund Naravane,2019-12-31,2022-04-30,,Q44633840-D787FBD7-EE86-48C0-B914-E43038910A3C
Q96316938,Manoj Pande,2022-04-30,,2022-05-01,Q96316938-0EB255C2-E3B6-472F-9EAF-DB8690D7E5F9
