position,title
Q17324844,Member of Rajya Sabha
Q16556694,member of the Lok Sabha
Q56051771,Member of the 17th Lok Sabha
Q42509248,Member of the 16th Lok Sabha
Q15686919,Member of the 15th Lok Sabha
Q15686915,Member of the 14th Lok Sabha
Q15686910,Member of the 13th Lok Sabha
Q17598882,Member of the Andhra Pradesh Legislative Assembly
Q21191662,Member of the Assam Legislative Assembly
Q24457068,Member of the Bihar Legislative Assembly
Q55192419,Member of the Bihar Legislative Council
Q24461612,Member of the Delhi Legislative Assembly
Q24461695,Member of the Goa Legislative Assembly
Q17582810,Member of the Gujarat Legislative Assembly
Q24497178,Member of the Haryana Legislative Assembly
Q18171423,Member of the Jammu and Kashmir Legislative Assembly
Q24525324,Member of the Jharkhand Legislative Assembly
Q24525419,Member of the Karnataka Legislative Assembly
Q19468152,Member of the Kerala Legislative Assembly
Q99767673,Member of the 11th Kerala Legislative Assembly
Q99709376,Member of the 12th Kerala Legislative Assembly
Q99708076,Member of the 13th Kerala Legislative Assembly
Q99709336,Member of the 14th Kerala Legislative Assembly
Q106684477,Member of the 15th Kerala Legislative Assembly
Q24529702,Member of the Madhya Pradesh Legislative Assembly
Q13119774,Member of the Maharashtra Legislative Assembly
Q24541525,Member of the Nagaland Legislative Assembly
Q24546266,Member of the Odisha Legislative Assembly
Q61479266,Member of the Twelfth Odisha Legislative Assembly
Q61479168,Member of the Thirteenth Odisha Legislative Assembly
Q61479102,Member of the Fourteenth Odisha Legislative Assembly
Q61479084,Member of the Fifteenth Odisha Legislative Assembly
Q24340550,Member of the Punjab Legislative Assembly
Q17599276,Member of the Rajasthan Legislative Assembly
Q61479103,Member of the Sixteenth Odisha Legislative Assembly
Q24558764,Member of the Tamil Nadu Legislative Assembly
Q24559639,Member of the Tripura Legislative Assembly
Q18039836,Member of the Uttar Pradesh Legislative Assembly
Q55192424,Member of the Uttar Pradesh Legislative Council
Q18055681,Member of the Uttarakhand Legislative Assembly
Q106236999,Member of the 12th West Bengal Legislative Assembly
Q106237032,Member of the 13th West Bengal Legislative Assembly
Q106237063,Member of the 14th West Bengal Legislative Assembly
Q106237145,Member of the 15th West Bengal Legislative Assembly
Q106237179,Member of the 16th West Bengal Legislative Assembly
