item,itemLabel,startDate,endDate,sourceDate,psid
Q4751468,Ananth Kumar,1999-10-13,2001-09-01,,Q4751468-A355412C-1DC9-4863-A7EE-C00CE2441F75
Q2739159,Maneka Gandhi,2001-09-01,2001-11-18,,Q2739159-C412FB94-09C2-4262-8B0C-A599B6B6DD00
Q5924734,Jagmohan,2001-11-18,2004-05-22,,Q5924734-5007E5C0-1F26-4CB6-ABE3-54293FA5360B
Q3595150,Jaipal Reddy,2004-05-23,2006-01-29,,Q3595150-EF894710-1E5F-4E8A-9762-872535C68B2B
Q3347864,Ambika Soni,2006-01-29,2009-05-23,,Q3347864-038BF81A-073E-415E-B395-3E06F25EA68E
Q41914,Manmohan Singh,2009-05-23,2011-01-19,,Q41914-5F9FD773-E483-4997-8640-8281F3BD147C
Q3595500,Selja Kumari,2011-01-19,2012-10-28,,Q3595500-AEDA8BB4-ED88-4600-834A-E68133CEDCEC
Q5071486,Chandresh Kumari,2012-10-28,2014-05-26,,Q5071486-E28F739C-71D6-40B4-89D7-47283D4F0631
Q7504173,Shripad Yasso Naik,2014-05-26,2014-11-12,,Q7504173-5557C6D5-9A08-4C34-8788-70F5C7244A7C
Q16890620,Mahesh Sharma,2014-11-12,2019-05-30,,Q16890620-09C6AC7E-FB9B-4922-B7D8-88B20B7BDD15
Q7237724,Prahlad Singh Patel,2019-05-30,2021-07-07,,Q7237724-8C042D75-81FB-4329-80B7-7FC08963E5AE
Q5512319,G. Kishan Reddy,2021-07-07,,,Q5512319-0F2F07AD-126E-419C-9199-13C533B6B926
