id,name,relationship,relative,relativename
Q100320657,Bijay Shankar Das,father,Q24255138,Bishnu Charan Das
Q10218,Rahul Gandhi,father,Q4593,Rajiv Gandhi
Q10218,Rahul Gandhi,mother,Q163225,Sonia Gandhi
Q10218,Rahul Gandhi,sibling,Q607685,Priyanka Vadra
Q1058,Narendra Modi,father,Q66606210,Damodardas Mulchand Modi
Q1058,Narendra Modi,mother,Q105529920,Heeraben Modi
Q1058,Narendra Modi,spouse,Q16947607,Jashodaben Narendrabhai Modi
Q106811781,Deepti Kiran Maheshwari,mother,Q6414812,Kiran Maheshwari
Q1190856,Naveen Patnaik,father,Q3526595,Biju Patnaik
Q1190856,Naveen Patnaik,relative,Q7562067,Sonny Mehta
Q1190856,Naveen Patnaik,sibling,Q23879683,Geeta Mehta
Q1190856,Naveen Patnaik,sibling,Q538719,Gita Mehta
Q1206954,Kapil Sibal,spouse,Q26242991,Nina Sibal
Q12070269,Kabir Suman,spouse,Q7396131,Sabina Yasmin
Q122304,Nitish Kumar,child,Q111362325,Nishant Kumar
Q122304,Nitish Kumar,spouse,Q111362322,Manju Sinha
Q12447464,Mridula Sinha,spouse,Q17661801,Ram Kripal Sinha
Q1287413,Kamal Nath,child,Q62773778,Nakul Nath
Q1287413,Kamal Nath,relative,Q5250527,Deepak Puri
Q1287413,Kamal Nath,sibling,Q65962526,Nita Puri
Q1287413,Kamal Nath,spouse,Q15940986,Alka Nath
Q13110345,E. P. Jayarajan,relative,Q13113248,P. Jayarajan
Q13110345,E. P. Jayarajan,relative,Q7117373,P. K. Sreemathy
Q13110345,E. P. Jayarajan,relative,Q7117530,P. Satheedevi
Q13115267,Hibi Eden,father,Q65321337,ജോർജ് ഈഡൻ
Q13219724,K. B. Ganesh Kumar,father,Q7273485,R. Balakrishna Pillai
Q1338044,Vijay Bahuguna,child,Q67143708,Saurabh Bahuguna
Q1338044,Vijay Bahuguna,father,Q5712859,Hemwati Nandan Bahuguna
Q1338044,Vijay Bahuguna,mother,Q19805480,Kamala Bahuguna
Q1338044,Vijay Bahuguna,sibling,Q7336472,Rita Bahuguna Joshi
Q13564486,K. Muraleedharan,father,Q3521777,K. Karunakaran
Q13564486,K. Muraleedharan,sibling,Q16137057,Padmaja Venugopal
Q13587355,Sujatha Singh,father,Q6061749,T. V. Rajeswar
Q13619621,Hemant Soren,father,Q3630358,Shibu Soren
Q13619621,Hemant Soren,sibling,Q24398797,Durga Soren
Q13619621,Hemant Soren,sibling,Q62716212,Anjani Soren
Q1391309,Manohar Parrikar,spouse,Q22583629,Medha Parrikar
Q1428118,Anbumani Ramadoss,father,Q7387807,S. Ramadoss
Q14475684,Sandeep Dikshit,mother,Q464900,Sheila Dikshit
Q14480969,Y. S. Vivekananda Reddy,child,Q106601201,Suneetha Narreddy
Q14480969,Y. S. Vivekananda Reddy,father,Q47403425,Y. S. Raja Reddy
Q14480969,Y. S. Vivekananda Reddy,mother,Q106601144,Jayamma Yeduguri Sandinti
Q15113996,Meenakshi Lekhi,spouse,Q22278833,Aman Lekhi
Q156347,Lata Mangeshkar,father,Q5250040,Deenanath Mangeshkar
Q156347,Lata Mangeshkar,sibling,Q3288794,Usha Mangeshkar
Q156347,Lata Mangeshkar,sibling,Q38393,Asha Bhosle
Q156347,Lata Mangeshkar,sibling,Q5923672,Hridaynath Mangeshkar
Q156347,Lata Mangeshkar,sibling,Q6807586,Meena Khadikar
Q15724394,Nalinikanta Mohanty,child,Q17385578,Anshuman Mohanty
Q15725132,Ulaka Rama Chandra,child,Q63079548,Saptagiri Shankar Ulaka
Q15725132,Ulaka Rama Chandra,child,Q63079554,Siba Sankar Ulaka
Q15725132,Ulaka Rama Chandra,spouse,Q63079572,Ratnamani Ulaka
Q15725132,Ulaka Rama Chandra,spouse,Q63079583,Janaki Ulaka
Q15730377,Krishna Bose,child,Q7424307,Sarmila Bose
Q15730377,Krishna Bose,child,Q7635065,Sugata Bose
Q15730377,Krishna Bose,child,Q7636959,Sumantra Bose
Q15730377,Krishna Bose,spouse,Q16005989,Sisir Kumar Bose
Q158136,Kirron Kher,child,Q16875890,Tara Alisha Berry
